country,year,age,value,gender
Philippines,2017,35 - 39,233730,Male
Philippines,2017,40 - 44,118109,Male
Philippines,2017,45 - 49,49611,Male
Philippines,2017,50 - 54,16893,Male
Philippines,2017,55 - 59,6152,Male
Philippines,2017,60 - 64,2530,Male
Philippines,2017,65 +,1493,Male
Philippines,2017,Unknown - Inconnu,139619,Male
Philippinies,2007,0 - 19,36203,Male
Philippinies,2007,20 - 24,306531,Male
Philippinies,2007,25 - 29,458949,Male
Philippinies,2007,30 - 34,372744,Male
Philippinies,2007,35 - 39,249378,Male
Philippinies,2007,40 - 44,128315,Male
Philippinies,2007,45 - 49,52500,Male
Philippinies,2007,50 - 54,16619,Male
Philippinies,2007,55 - 59,5847,Male
Philippinies,2007,60 - 64,2079,Male
Philippinies,2007,65 +,1716,Male
Philippinies,2007,Unknown - Inconnu,118997,Male
Philippinies,2009,0 - 19,195662,Male
Philippinies,2009,20 - 24,495958,Male
Philippinies,2009,25 - 29,461020,Male
Philippinies,2009,30 - 34,328063,Male
Philippinies,2009,35 - 39,187578,Male
Philippinies,2009,40 - 44,66064,Male
Philippinies,2009,45 - 49,7712,Male
Philippinies,2009,50 - 54,494,Male
Philippinies,2009,55 - 59,34,Male
Philippinies,2009,60 - 64,0,Male
Philippinies,2009,65 +,0,Male
Philippinies,2009,Unknown - Inconnu,3000,Male
Poland,2003,15 - 19,22469,Female
Poland,2003,20 - 24,101915,Female
Poland,2003,25 - 29,128978,Female
Poland,2003,30 - 34,66158,Female
Poland,2003,35 - 39,24782,Female
Poland,2003,40 - 44,6406,Female
Poland,2003,45 - 49,316,Female
Poland,2003,50+     ,3,Female
Poland,2004,15 - 19,20461,Female
Poland,2004,20 - 24,98392,Female
Poland,2004,25 - 29,133134,Female
Poland,2004,30 - 34,71678,Female
Poland,2004,35 - 39,25723,Female
Poland,2004,40 - 44,6338,Female
Poland,2004,45 - 49,361,Female
Poland,2004,50+     ,3,Female
Poland,2006,0 - 14,44,Female
Poland,2006,15 - 19,19186,Female
Poland,2006,20 - 24,93569,Female
Poland,2006,25 - 29,139853,Female
Poland,2006,30 - 34,86825,Female
Poland,2006,35 - 39,28487,Female
Poland,2006,40 - 44,5975,Female
Poland,2006,45 - 49,304,Female
Poland,2006,50 +,1,Female
Poland,2006,Total,102492,Female
Poland,2007,0 - 19,2701,Male
Poland,2007,20 - 24,48192,Male
Poland,2007,25 - 29,125344,Male
Poland,2007,30 - 34,116772,Male
Poland,2007,35 - 39,49844,Male
Poland,2007,40 - 44,18788,Male
Poland,2007,45 - 49,6099,Male
Poland,2007,50 +,2321,Male
Poland,2007,Total,104594,Male
Poland,2007,Unknown - Inconnu,17812,Male
Poland,2008,12 - 14,81,Female
Poland,2008,15 - 19,21126,Female
Poland,2008,20 - 24,94099,Female
Poland,2008,25 - 29,151894,Female
Poland,2008,30 - 34,105477,Female
Poland,2008,35 - 39,35069,Female
Poland,2008,40 - 44,6438,Female
Poland,2008,45 - 49,313,Female
Poland,2008,50 +,2,Female
Poland,2008,Unknown - Inconnu,-,Female
Poland,2009,12 - 14,63,Female
Poland,2009,15 - 19,20451,Female
Poland,2009,20 - 24,87080,Female
Poland,2009,25 - 29,154089,Female
Poland,2009,30 - 34,110485,Female
Poland,2009,35 - 39,38386,Female
Poland,2009,40 - 44,6714,Female
Poland,2009,45 - 49,317,Female
Poland,2009,50 +,4,Female
Poland,2009,Unknown - Inconnu,-,Female
Poland,2009,0 - 19,2873,Male
Poland,2009,20 - 24,45905,Male
Poland,2009,25 - 29,130923,Male
Poland,2009,30 - 34,132091,Male
Poland,2009,35 - 39,59759,Male
Poland,2009,40 - 44,20063,Male
Poland,2009,45 - 49,6474,Male
Poland,2009,50 - 54,1888,Male
Poland,2009,55 - 59,508,Male
Poland,2009,60 +,211,Male
Poland,2009,Unknown - Inconnu,16894,Male
Poland,2010,12 - 14,61,Female
Poland,2010,15 - 19,18395,Female
Poland,2010,20 - 24,79834,Female
Poland,2010,25 - 29,152711,Female
Poland,2010,30 - 34,113369,Female
Poland,2010,35 - 39,41500,Female
Poland,2010,40 - 44,7136,Female
Poland,2010,45 - 49,293,Female
Poland,2010,50 +,1,Female
Poland,2010,Total,99491,Female
Poland,2010,0 - 19,2553,Male
Poland,2010,20 - 24,41029,Male
Poland,2010,25 - 29,127388,Male
Poland,2010,30 - 34,132879,Male
Poland,2010,35 - 39,63377,Male
Poland,2010,40 - 44,20674,Male
Poland,2010,45 - 49,6415,Male
Poland,2010,50 - 54,1984,Male
Poland,2010,55 - 59,529,Male
Poland,2010,60 +,226,Male
Poland,2010,Unknown - Inconnu,16246,Male
Poland,2011,12 - 14,44,Female
Poland,2011,15 - 19,16098,Female
Poland,2011,20 - 24,70754,Female
Poland,2011,25 - 29,142865,Female
Poland,2011,30 - 34,109558,Female
Poland,2011,35 - 39,41587,Female
Poland,2011,40 - 44,7176,Female
Poland,2011,45 - 49,330,Female
Poland,2011,50 +,4,Female
Poland,2011,Unknown - Inconnu,-,Female
Poland,2011,0 - 19,2103,Male
Poland,2011,20 - 24,34939,Male
Poland,2011,25 - 29,117782,Male
Poland,2011,30 - 34,126400,Male
Poland,2011,35 - 39,63343,Male
Poland,2011,40 - 44,20257,Male
Poland,2011,45 - 49,6086,Male
Poland,2011,50 - 54,1917,Male
Poland,2011,55 - 59,554,Male
Poland,2011,60 +,208,Male
Poland,2011,Unknown - Inconnu,14827,Male
Poland,2012,15 - 19,15645,Female
Poland,2012,20 - 24,68102,Female
Poland,2012,25 - 29,140506,Female
Poland,2012,30 - 34,110379,Female
Poland,2012,35 - 39,43774,Female
Poland,2012,40 - 44,7487,Female
Poland,2012,45 - 49,301,Female
Poland,2012,50 +,4,Female
Poland,2012,Total,89841,Female
Poland,2012,0 - 19,2231,Male
Poland,2012,20 - 24,33640,Male
Poland,2012,25 - 29,114291,Male
Poland,2012,30 - 34,126439,Male
Poland,2012,35 - 39,65320,Male
Poland,2012,40 - 44,20696,Male
Poland,2012,45 - 49,6013,Male
Poland,2012,50 - 54,1819,Male
Poland,2012,55 - 59,577,Male
Poland,2012,60 +,217,Male
Poland,2012,Unknown - Inconnu,15014,Male
Poland,2013,0 - 14,48,Female
Poland,2013,15 - 19,14444,Female
Poland,2013,20 - 24,62949,Female
Poland,2013,25 - 29,130958,Female
Poland,2013,30 - 34,109789,Female
Poland,2013,35 - 39,43343,Female
Poland,2013,40 - 44,7714,Female
Poland,2013,45 - 49,328,Female
Poland,2013,50 +,3,Female
Poland,2013,Total,82787,Female
Poland,2014,0 - 14,51,Female
Poland,2014,15 - 19,13236,Female
Poland,2014,20 - 24,60053,Female
Poland,2014,25 - 29,129245,Female
Poland,2014,30 - 34,117017,Female
Poland,2014,35 - 39,46891,Female
Poland,2014,40 - 44,8321,Female
Poland,2014,45 - 49,339,Female
Poland,2014,50 +,7,Female
Poland,2014,Unknown - Inconnu,-,Female
Poland,2015,0 - 14,55,Female
Poland,2015,15 - 19,11975,Female
Poland,2015,20 - 24,57107,Female
Poland,2015,25 - 29,123994,Female
Poland,2015,30 - 34,119140,Female
Poland,2015,35 - 39,47972,Female
Poland,2015,40 - 44,8725,Female
Poland,2015,45 - 49,336,Female
Poland,2015,50 +,4,Female
Poland,2015,Total,85500,Female
Poland,2015,0 - 19,1668,Male
Poland,2015,20 - 24,27666,Male
Poland,2015,25 - 29,95145,Male
Poland,2015,30 - 34,129420,Male
Poland,2015,35 - 39,69982,Male
Poland,2015,40 - 44,23164,Male
Poland,2015,45 - 49,5812,Male
Poland,2015,50 - 54,1684,Male
Poland,2015,55 - 59,564,Male
Poland,2015,60 - 64,165,Male
Poland,2015,65 +,55,Male
Poland,2015,Unknown - Inconnu,13983,Male
Poland,2016,0 - 14,48,Female
Poland,2016,15 - 19,11272,Female
Poland,2016,20 - 24,55770,Female
Poland,2016,25 - 29,126651,Female
Poland,2016,30 - 34,126194,Female
Poland,2016,35 - 39,52316,Female
Poland,2016,40 - 44,9658,Female
Poland,2016,45 - 49,344,Female
Poland,2016,50 +,4,Female
Poland,2016,Unknown - Inconnu,-,Female
Poland,2016,0 - 19,1575,Male
Poland,2016,20 - 24,26632,Male
Poland,2016,25 - 29,96032,Male
Poland,2016,30 - 34,135909,Male
Poland,2016,35 - 39,75239,Male
Poland,2016,40 - 44,25750,Male
Poland,2016,45 - 49,6205,Male
Poland,2016,50 - 54,1752,Male
Poland,2016,55 - 59,588,Male
Poland,2016,60 - 64,185,Male
Poland,2016,65 +,58,Male
Poland,2016,Unknown - Inconnu,12332,Male
Poland,2017,0 - 14,44,Female
Poland,2017,15 - 19,10032,Female
Poland,2017,20 - 24,55928,Female
Poland,2017,25 - 29,132464,Female
Poland,2017,30 - 34,134904,Female
Poland,2017,35 - 39,57563,Female
Poland,2017,40 - 44,10642,Female
Poland,2017,45 - 49,397,Female
Poland,2017,50 +,8,Female
Poland,2017,Unknown - Inconnu,-,Female
Poland,2017,0 - 19,1493,Male
Poland,2017,20 - 24,26406,Male
Poland,2017,25 - 29,99545,Male
Poland,2017,30 - 34,142884,Male
Poland,2017,35 - 39,82676,Male
Poland,2017,40 - 44,28505,Male
Poland,2017,45 - 49,6731,Male
Poland,2017,50 - 54,1845,Male
Poland,2017,55 - 59,590,Male
Poland,2017,60 - 64,204,Male
Poland,2017,65 +,64,Male
Poland,2017,Unknown - Inconnu,11039,Male
Russian Federation,2003,15 - 19,169863,Female
Russian Federation,2003,20 - 24,546779,Female
Russian Federation,2003,25 - 29,415211,Female
Russian Federation,2003,30 - 34,217696,Female
Russian Federation,2003,35 - 39,79474,Female
Russian Federation,2003,40 - 44,17093,Female
Russian Federation,2003,45 - 49,774,Female
Russian Federation,2003,50+     ,23,Female
Russian Federation,2003,Unk,29943,Female
Russian Federation,2004,15 - 19,171558,Female
Russian Federation,2004,20 - 24,557843,Female
Russian Federation,2004,25 - 29,434067,Female
Russian Federation,2004,30 - 34,232411,Female
Russian Federation,2004,35 - 39,85038,Female
Russian Federation,2004,40 - 44,18073,Female
Russian Federation,2004,45 - 49,837,Female
Russian Federation,2004,50+     ,25,Female
Russian Federation,2004,Unk,2243,Female
Russian Federation,2006,0 - 14,332,Female
Russian Federation,2006,15 - 19,160092,Female
Russian Federation,2006,20 - 24,531018,Female
Russian Federation,2006,25 - 29,434309,Female
Russian Federation,2006,30 - 34,244383,Female
Russian Federation,2006,35 - 39,89420,Female
Russian Federation,2006,40 - 44,17253,Female
Russian Federation,2006,45 - 49,929,Female
Russian Federation,2006,50 +,44,Female
Russian Federation,2006,Unknown - Inconnu,1857,Female
Russian Federation,2007,12 - 14,377,Female
Russian Federation,2007,15 - 19,151460,Female
Russian Federation,2007,20 - 24,549262,Female
Russian Federation,2007,25 - 29,487804,Female
Russian Federation,2007,30 - 34,287605,Female
Russian Federation,2007,35 - 39,110780,Female
Russian Federation,2007,40 - 44,20099,Female
Russian Federation,2007,45 - 49,1049,Female
Russian Federation,2007,50 +,47,Female
Russian Federation,2007,Unknown - Inconnu,1639,Female
Russian Federation,2008,12 - 14,403,Female
Russian Federation,2008,15 - 19,145056,Female
Russian Federation,2008,20 - 24,561633,Female
Russian Federation,2008,25 - 29,530160,Female
Russian Federation,2008,30 - 34,322789,Female
Russian Federation,2008,35 - 39,128645,Female
Russian Federation,2008,40 - 44,22707,Female
Russian Federation,2008,45 - 49,1224,Female
Russian Federation,2008,50 +,66,Female
Russian Federation,2008,Unknown - Inconnu,1264,Female
Russian Federation,2009,12 - 14,385,Female
Russian Federation,2009,15 - 19,131057,Female
Russian Federation,2009,20 - 24,552829,Female
Russian Federation,2009,25 - 29,563014,Female
Russian Federation,2009,30 - 34,346388,Female
Russian Federation,2009,35 - 39,140558,Female
Russian Federation,2009,40 - 44,25025,Female
Russian Federation,2009,45 - 49,1334,Female
Russian Federation,2009,50 +,87,Female
Russian Federation,2009,Unknown - Inconnu,1010,Female
Russian Federation,2010,12 - 14,315,Female
Russian Federation,2010,15 - 19,113534,Female
Russian Federation,2010,20 - 24,526894,Female
Russian Federation,2010,25 - 29,590205,Female
Russian Federation,2010,30 - 34,370891,Female
Russian Federation,2010,35 - 39,155228,Female
Russian Federation,2010,40 - 44,28128,Female
Russian Federation,2010,45 - 49,1476,Female
Russian Federation,2010,50 +,92,Female
Russian Federation,2010,Unknown - Inconnu,2185,Female
Russian Federation,2011,12 - 14,351,Female
Russian Federation,2011,15 - 19,103533,Female
Russian Federation,2011,20 - 24,510184,Female
Russian Federation,2011,25 - 29,603791,Female
Russian Federation,2011,30 - 34,379884,Female
Russian Federation,2011,35 - 39,165364,Female
Russian Federation,2011,40 - 44,30221,Female
Russian Federation,2011,45 - 49,1481,Female
Russian Federation,2011,50 +,138,Female
Russian Federation,2011,Total,292,Female
Russian Federation,2011,Unknown - Inconnu,1682,Female
Russian Federation,2011,0 - 19,13699,Male
Russian Federation,2011,20 - 24,263262,Male
Russian Federation,2011,25 - 29,520811,Male
Russian Federation,2011,30 - 34,399070,Male
Russian Federation,2011,35 - 39,225463,Male
Russian Federation,2011,40 - 44,92522,Male
Russian Federation,2011,45 - 49,31887,Male
Russian Federation,2011,50 - 54,10693,Male
Russian Federation,2011,55 - 59,2954,Male
Russian Federation,2011,60 +,1044,Male
Russian Federation,2011,Unknown - Inconnu,235224,Male
Russian Federation,2012,0 - 19,12731,Male
Russian Federation,2012,20 - 24,256939,Male
Russian Federation,2012,25 - 29,564777,Male
Russian Federation,2012,30 - 34,431851,Male
Russian Federation,2012,35 - 39,245613,Male
Russian Federation,2012,40 - 44,102880,Male
Russian Federation,2012,45 - 49,33963,Male
Russian Federation,2012,50 - 54,11671,Male
Russian Federation,2012,55 - 59,3196,Male
Russian Federation,2012,60 +,1203,Male
Russian Federation,2012,Unknown - Inconnu,237260,Male
South Africa,2007,0 - 14,804,Female
South Africa,2007,15 - 19,93451,Female
South Africa,2007,20 - 24,246545,Female
South Africa,2007,25 - 29,222601,Female
South Africa,2007,30 - 34,165240,Female
South Africa,2007,35 - 39,95875,Female
South Africa,2007,40 - 44,29099,Female
South Africa,2007,45 - 49,4196,Female
South Africa,2007,50 +,659,Female
South Africa,2007,Total,890586,Female
South Africa,2007,Unknown - Inconnu,396,Female
South Africa,2012,0 - 14,822,Female
South Africa,2012,15 - 19,112605,Female
South Africa,2012,20 - 24,253843,Female
South Africa,2012,25 - 29,244006,Female
South Africa,2012,30 - 34,178694,Female
South Africa,2012,35 - 39,101654,Female
South Africa,2012,40 - 44,32046,Female
South Africa,2012,45 - 49,2584,Female
South Africa,2012,50 +,237,Female
South Africa,2012,Total,876435,Female
South Africa,2012,Unknown - Inconnu,235,Female
South Africa,2016,0 - 14,1444,Female
South Africa,2016,10 - 14,1444,Female
South Africa,2016,15 - 19,107730,Female
South Africa,2016,20 - 24,225847,Female
South Africa,2016,25 - 29,226996,Female
South Africa,2016,30 - 34,184962,Female
South Africa,2016,35 - 39,97218,Female
South Africa,2016,40 - 44,29298,Female
South Africa,2016,45 - 49,1932,Female
South Africa,2016,50 +,110,Female
South Africa,2016,Unknown - Inconnu,898,Female
South Africa,2016,0 - 19,4502,Male
South Africa,2016,20 - 24,35319,Male
South Africa,2016,25 - 29,72871,Male
South Africa,2016,30 - 34,93538,Male
South Africa,2016,35 - 39,69193,Male
South Africa,2016,40 - 44,41377,Male
South Africa,2016,45 - 49,17105,Male
South Africa,2016,50 - 54,6369,Male
South Africa,2016,55 - 59,2340,Male
South Africa,2016,60 - 64,844,Male
South Africa,2016,Unknown - Inconnu,532977,Male
South Africa,2017,10 - 14,1302,Female
South Africa,2017,15 - 19,97143,Female
South Africa,2017,20 - 24,228936,Female
South Africa,2017,25 - 29,235466,Female
South Africa,2017,30 - 34,191418,Female
South Africa,2017,35 - 39,102565,Female
South Africa,2017,40 - 44,30318,Female
South Africa,2017,45 - 49,2122,Female
South Africa,2017,50 +,155,Female
South Africa,2017,Unknown - Inconnu,8325,Female
Spain,2003,15 - 19,12338,Female
Spain,2003,20 - 24,43890,Female
Spain,2003,25 - 29,115454,Female
Spain,2003,30 - 34,171294,Female
Spain,2003,35 - 39,84974,Female
Spain,2003,40 - 44,13137,Female
Spain,2003,44118,226,Female
Spain,2003,45 - 49,593,Female
Spain,2003,50+,33,Female
Spain,2003,50+     ,33,Female
Spain,2005,0 - 14,153,Female
Spain,2005,15 - 19,12878,Female
Spain,2005,20 - 24,44355,Female
Spain,2005,25 - 29,115145,Female
Spain,2005,30 - 34,183215,Female
Spain,2005,35 - 39,94105,Female
Spain,2005,40 - 44,15729,Female
Spain,2005,45 - 49,733,Female
Spain,2005,50 +,58,Female
Spain,2005,Total,105913,Female
Spain,2007,0 - 14,156,Female
Spain,2007,15 - 19,14606,Female
Spain,2007,20 - 24,48487,Female
Spain,2007,25 - 29,115339,Female
Spain,2007,30 - 34,189442,Female
Spain,2007,35 - 39,105858,Female
Spain,2007,40 - 44,18531,Female
Spain,2007,45 - 49,1199,Female
Spain,2007,50 +,84,Female
Spain,2007,Total,107421,Female
Spain,2007,0 - 19,3957,Male
Spain,2007,20 - 24,24595,Male
Spain,2007,25 - 29,79398,Male
Spain,2007,30 - 34,174332,Male
Spain,2007,35 - 39,136444,Male
Spain,2007,40 - 44,47861,Male
Spain,2007,45 - 49,12767,Male
Spain,2007,50 - 54,3346,Male
Spain,2007,55 - 59,1025,Male
Spain,2007,60 - 64,288,Male
Spain,2007,65 +,119,Male
Spain,2007,Unknown - Inconnu,8395,Male
Spain,2008,12 - 14,201,Female
Spain,2008,15 - 19,15111,Female
Spain,2008,20 - 24,51941,Female
Spain,2008,25 - 29,118092,Female
Spain,2008,30 - 34,197412,Female
Spain,2008,35 - 39,114268,Female
Spain,2008,40 - 44,20690,Female
Spain,2008,45 - 49,1220,Female
Spain,2008,50 +,115,Female
Spain,2008,Unknown - Inconnu,-,Female
Spain,2009,12 - 14,-,Female
Spain,2009,15 - 19,13395,Female
Spain,2009,20 - 24,46530,Female
Spain,2009,25 - 29,107093,Female
Spain,2009,30 - 34,188366,Female
Spain,2009,35 - 39,115915,Female
Spain,2009,40 - 44,21433,Female
Spain,2009,45 - 49,1574,Female
Spain,2009,50 +,-,Female
Spain,2009,Unknown - Inconnu,-,Female
Spain,2009,0 - 19,3444,Male
Spain,2009,20 - 24,22533,Male
Spain,2009,25 - 29,71339,Male
Spain,2009,30 - 34,169731,Male
Spain,2009,35 - 39,145680,Male
Spain,2009,40 - 44,52812,Male
Spain,2009,45 - 49,14272,Male
Spain,2009,50 - 54,3916,Male
Spain,2009,55 - 59,1117,Male
Spain,2009,60 - 64,352,Male
Spain,2009,65 +,85,Male
Spain,2009,Unknown - Inconnu,9716,Male
Spain,2010,12 - 14,155,Female
Spain,2010,15 - 19,11689,Female
Spain,2010,20 - 24,43689,Female
Spain,2010,25 - 29,100237,Female
Spain,2010,30 - 34,185112,Female
Spain,2010,35 - 39,120149,Female
Spain,2010,40 - 44,22858,Female
Spain,2010,45 - 49,1543,Female
Spain,2010,50 +,130,Female
Spain,2010,Total,115641,Female
Spain,2010,0 - 19,2977,Male
Spain,2010,20 - 24,20367,Male
Spain,2010,25 - 29,65820,Male
Spain,2010,30 - 34,164450,Male
Spain,2010,35 - 39,147660,Male
Spain,2010,40 - 44,54426,Male
Spain,2010,45 - 49,14647,Male
Spain,2010,50 - 54,3944,Male
Spain,2010,55 - 59,1104,Male
Spain,2010,60 - 64,367,Male
Spain,2010,65 +,97,Male
Spain,2010,Unknown - Inconnu,9393,Male
Spain,2011,12 - 14,145,Female
Spain,2011,15 - 19,10202,Female
Spain,2011,20 - 24,38374,Female
Spain,2011,25 - 29,92347,Female
Spain,2011,30 - 34,179276,Female
Spain,2011,35 - 39,124160,Female
Spain,2011,40 - 44,24485,Female
Spain,2011,45 - 49,1462,Female
Spain,2011,50 +,102,Female
Spain,2011,Unknown - Inconnu,-,Female
Spain,2011,0 - 19,2533,Male
Spain,2011,20 - 24,18171,Male
Spain,2011,25 - 29,59619,Male
Spain,2011,30 - 34,155441,Male
Spain,2011,35 - 39,150000,Male
Spain,2011,40 - 44,60958,Male
Spain,2011,45 - 49,9784,Male
Spain,2011,50 - 54,3819,Male
Spain,2011,55 - 59,1083,Male
Spain,2011,60 - 64,313,Male
Spain,2011,65 +,84,Male
Spain,2011,Unknown - Inconnu,8748,Male
Spain,2012,15 - 19,9517,Female
Spain,2012,20 - 24,35677,Female
Spain,2012,25 - 29,85755,Female
Spain,2012,30 - 34,169622,Female
Spain,2012,35 - 39,124417,Female
Spain,2012,40 - 44,26467,Female
Spain,2012,45 - 49,1626,Female
Spain,2012,50 +,124,Female
Spain,2012,Total,113177,Female
Spain,2012,0 - 19,2619,Male
Spain,2012,20 - 24,16781,Male
Spain,2012,25 - 29,54703,Male
Spain,2012,30 - 34,145708,Male
Spain,2012,35 - 39,146681,Male
Spain,2012,40 - 44,57522,Male
Spain,2012,45 - 49,14651,Male
Spain,2012,50 - 54,4187,Male
Spain,2012,55 - 59,1068,Male
Spain,2012,60 - 64,329,Male
Spain,2012,65 +,92,Male
Spain,2012,Unknown - Inconnu,9007,Male
Spain,2013,0 - 14,139,Female
Spain,2013,15 - 19,8753,Female
Spain,2013,20 - 24,32024,Female
Spain,2013,25 - 29,78612,Female
Spain,2013,30 - 34,155443,Female
Spain,2013,35 - 39,120493,Female
Spain,2013,40 - 44,27240,Female
Spain,2013,45 - 49,1654,Female
Spain,2013,50 +,82,Female
Spain,2013,Total,113593,Female
Spain,2013,0 - 19,2376,Male
Spain,2013,20 - 24,15288,Male
Spain,2013,25 - 29,48689,Male
Spain,2013,30 - 34,132325,Male
Spain,2013,35 - 39,139743,Male
Spain,2013,40 - 44,56906,Male
Spain,2013,45 - 49,14741,Male
Spain,2013,50 - 54,3910,Male
Spain,2013,55 - 59,1056,Male
Spain,2013,60 - 64,291,Male
Spain,2013,65 +,106,Male
Spain,2013,Unknown - Inconnu,9009,Male
Spain,2014,0 - 14,136,Female
Spain,2014,15 - 19,8416,Female
Spain,2014,20 - 24,30752,Female
Spain,2014,25 - 29,77856,Female
Spain,2014,30 - 34,153787,Female
Spain,2014,35 - 39,124271,Female
Spain,2014,40 - 44,28819,Female
Spain,2014,45 - 49,1919,Female
Spain,2014,50 +,120,Female
Spain,2014,Total,114907,Female
Spain,2015,0 - 14,98,Female
Spain,2015,15 - 19,8126,Female
Spain,2015,20 - 24,29486,Female
Spain,2015,25 - 29,74734,Female
Spain,2015,30 - 34,148211,Female
Spain,2015,35 - 39,125162,Female
Spain,2015,40 - 44,30485,Female
Spain,2015,45 - 49,2010,Female
Spain,2015,50 +,120,Female
Spain,2015,Total,114870,Female
Spain,2016,0 - 14,110,Female
Spain,2016,15 - 19,7843,Female
Spain,2016,20 - 24,28541,Female
Spain,2016,25 - 29,72368,Female
Spain,2016,30 - 34,141470,Female
Spain,2016,35 - 39,124054,Female
Spain,2016,40 - 44,31867,Female
Spain,2016,45 - 49,2348,Female
Spain,2016,50 +,133,Female
Spain,2016,Total,117425,Female
Spain,2016,0 - 19,2159,Male
Spain,2016,20 - 24,13300,Male
Spain,2016,25 - 29,44027,Male
Spain,2016,30 - 34,114301,Male
Spain,2016,35 - 39,137085,Male
Spain,2016,40 - 44,64590,Male
Spain,2016,45 - 49,17444,Male
Spain,2016,50 - 54,4305,Male
Spain,2016,55 - 59,1108,Male
Spain,2016,60 - 64,345,Male
Spain,2016,65 +,100,Male
Spain,2016,Unknown - Inconnu,9970,Male
Spain,2017,0 - 14,113,Female
Spain,2017,15 - 19,7644,Female
Spain,2017,20 - 24,27862,Female
Spain,2017,25 - 29,68440,Female
Spain,2017,30 - 34,132442,Female
Spain,2017,35 - 39,119192,Female
Spain,2017,40 - 44,32766,Female
Spain,2017,45 - 49,2645,Female
Spain,2017,50 +,161,Female
Spain,2017,Unknown - Inconnu,-,Female
Spain,2017,0 - 19,2010,Male
Spain,2017,20 - 24,12376,Male
Spain,2017,25 - 29,41691,Male
Spain,2017,30 - 34,105004,Male
Spain,2017,35 - 39,129475,Male
Spain,2017,40 - 44,64027,Male
Spain,2017,45 - 49,18134,Male
Spain,2017,50 - 54,4545,Male
Spain,2017,55 - 59,1190,Male
Spain,2017,60 - 64,367,Male
Spain,2017,65 +,139,Male
Spain,2017,Unknown - Inconnu,12307,Male
United Kingdom,2003,15 - 19,49633,Female
United Kingdom,2003,20 - 24,129867,Female
United Kingdom,2003,25 - 29,175473,Female
United Kingdom,2003,30 - 34,210071,Female
United Kingdom,2003,35 - 39,109038,Female
United Kingdom,2003,40 - 44,20233,Female
United Kingdom,2003,45 - 49,853,Female
United Kingdom,2003,50+     ,80,Female
United Kingdom,2003,Unk,60,Female
United Kingdom,2003,0 - 19,13848,Male
United Kingdom,2003,20 - 24,70484,Male
United Kingdom,2003,25 - 29,132039,Male
United Kingdom,2003,30 - 34,206797,Male
United Kingdom,2003,35 - 39,143461,Male
United Kingdom,2003,40 - 44,55851,Male
United Kingdom,2003,45 - 49,15730,Male
United Kingdom,2003,50 - 54,4661,Male
United Kingdom,2003,55 - 59,1616,Male
United Kingdom,2003,60 - 64,465,Male
United Kingdom,2003,65 +,280,Male
United Kingdom,2003,Unknown - Inconnu,50317,Male
United Kingdom,2004,10 - 14,226,Female
United Kingdom,2004,15 - 19,50525,Female
United Kingdom,2004,20 - 24,134615,Female
United Kingdom,2004,25 - 29,179050,Female
United Kingdom,2004,30 - 34,213619,Female
United Kingdom,2004,35 - 39,114852,Female
United Kingdom,2004,40 - 44,22107,Female
United Kingdom,2004,44118,6789,Female
United Kingdom,2004,45 - 49,923,Female
United Kingdom,2004,Unknown - Inconnu,26,Female
United Kingdom,2009,0 - 14,195,Female
United Kingdom,2009,15 - 19,48372,Female
United Kingdom,2009,20 - 24,151312,Female
United Kingdom,2009,25 - 29,217460,Female
United Kingdom,2009,30 - 34,214789,Female
United Kingdom,2009,35 - 39,128065,Female
United Kingdom,2009,40 - 44,28244,Female
United Kingdom,2009,45 - 49,1636,Female
United Kingdom,2009,50 +,111,Female
United Kingdom,2009,Unknown - Inconnu,20,Female
United Kingdom,2009,0 - 19,16030,Male
United Kingdom,2009,20 - 24,87703,Male
United Kingdom,2009,25 - 29,163634,Male
United Kingdom,2009,30 - 34,207503,Male
United Kingdom,2009,35 - 39,161952,Male
United Kingdom,2009,40 - 44,72397,Male
United Kingdom,2009,45 - 49,23214,Male
United Kingdom,2009,50 - 54,6250,Male
United Kingdom,2009,55 - 59,1781,Male
United Kingdom,2009,60 - 64,606,Male
United Kingdom,2009,65 +,269,Male
United Kingdom,2009,Unknown - Inconnu,48865,Male
United Kingdom,2011,12 - 14,178,Female
United Kingdom,2011,15 - 19,40813,Female
United Kingdom,2011,20 - 24,149667,Female
United Kingdom,2011,25 - 29,223613,Female
United Kingdom,2011,30 - 34,231658,Female
United Kingdom,2011,35 - 39,129139,Female
United Kingdom,2011,40 - 44,30601,Female
United Kingdom,2011,45 - 49,1869,Female
United Kingdom,2011,50 +,128,Female
United Kingdom,2011,Unknown - Inconnu,110,Female
United Kingdom,2012,15 - 19,37790,Female
United Kingdom,2012,20 - 24,146576,Female
United Kingdom,2012,25 - 29,225464,Female
United Kingdom,2012,30 - 34,241604,Female
United Kingdom,2012,35 - 39,128109,Female
United Kingdom,2012,40 - 44,31008,Female
United Kingdom,2012,45 - 49,1971,Female
United Kingdom,2012,50 +,156,Female
United Kingdom,2012,Unknown - Inconnu,97,Female
United Kingdom,2012,0 - 19,13166,Male
United Kingdom,2012,20 - 24,85617,Male
United Kingdom,2012,25 - 29,168503,Male
United Kingdom,2012,30 - 34,226297,Male
United Kingdom,2012,35 - 39,160698,Male
United Kingdom,2012,40 - 44,76266,Male
United Kingdom,2012,45 - 49,25537,Male
United Kingdom,2012,50 - 54,7396,Male
